homepage_url,disclosure_url,status,reason
https://www.stashfin.com/,,Not Found,Not found - Crawled 27 pages; analyzed 26 footer links; found 4 PDFs; evaluated 1 disclosure-related links; best candidate score: 20.0 at https://www.stashfin.com/website-disclosure... (failed DLG content validation); top candidates: https://www.stashfin.com/website-disclos... (score: 20.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://fatakpay.com/,,Not Found,Not found - ⚠ Homepage inaccessible or returned empty content; Crawled 31 pages; analyzed 251 footer links; found 4 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://finagg.in/,https://finagg.in/dlg,Found,Fallback: Found in sitemap.xml
https://fingel.in,https://fingel.in/dlg-disclosure,Found,Found via fast-path probe: /dlg-disclosure
https://www.kreditbee.in/,https://www.kreditbee.in/blog/loan-recovery-process-and-rbi-guidelines,Found,Fallback: Found in sitemap.xml
https://finnup.in/,,Not Found,Not found - Crawled 12 pages; analyzed 372 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.finsall.com/,https://www.finsall.com/compliance.html,Found,"Found after crawling 15 pages (score: 7.0, links evaluated: 15, validation: strict)"
https://www.capitalnow.in/,,Not Found,Not found - Crawled 30 pages; analyzed 480 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://indiagold.co/,,Not Found,Not found - Crawled 1 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://trustpaisa.com/,,Not Found,Not found - Crawled 29 pages; analyzed 702 footer links; found 4 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.flexmoney.in/,,Not Found,Not found - Crawled 8 pages; analyzed 11 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.getonecard.app/,,Not Found,Not found - Crawled 31 pages; analyzed 1711 footer links; found 242 PDFs; evaluated 29 disclosure-related links; best candidate score: 3.0 at https://assets.getonecard.app/assets/offers/PCICERTIFICATE_1... (failed DLG content validation); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://roopya.money/,,Not Found,Not found - Crawled 27 pages; analyzed 945 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://gokiwi.in/,,Not Found,Not found - Crawled 31 pages; analyzed 1163 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.paymeindia.in/,https://www.paymeindia.in/policy-disclosure,Found,Found via fast-path probe: /policy-disclosure
https://hyperverge.co/,,Not Found,Not found - Crawled 40 pages; analyzed 1384 footer links; found 120 PDFs; evaluated 66 disclosure-related links; best candidate score: 10.0 at https://hyperverge.co/responsible-disclosure-policy/... (failed DLG content validation); top candidates: https://hyperverge.co/responsible-disclo... (score: 10.0); https://hyperverge.co/responsible-disclo... (score: 10.0); https://hyperverge.co/responsible-disclo... (score: 10.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://swipeloan.in/,,Not Found,Not found - Crawled 40 pages; analyzed 798 footer links; found 76 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://kuberjee.com/,,Not Found,Not found - Crawled 18 pages; analyzed 306 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://loantap.in/,https://loantap.in/disclosures,Found,Found via fast-path probe: /disclosures
https://mpokket.in/,,Not Found,Not found - Crawled 1 pages; analyzed 84 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.rupeeredee.com/,https://www.rupeeredee.com/other-disclosures,Found,Found high-scoring link (score: 20.0)
https://navi.com/,https://public-assets.prod.navi-tech.in/navi-website-assests/documents/DLG%20Disclosure%20May%2025_20250609155543.pdf,Found,Found high-scoring link (score: 23.0)
https://www.getshopse.com/customertnc/,,Not Found,Not found - Crawled 14 pages; analyzed 232 footer links; found 6 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://paytm.com/,,Not Found,Not found - Crawled 40 pages; analyzed 49999 footer links; found 185 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.mobikwik.com/,,Not Found,Not found - Crawled 23 pages; analyzed 24 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://kissht.com/,https://kissht.com/dlg-disclosure,Found,Found via fast-path probe: /dlg-disclosure
https://karmalife.ai/,https://karmalife.ai/dlg-disclosure,Found,Found via fast-path probe: /dlg-disclosure
https://www.paisabazaar.com/,https://www.paisabazaar.com/disclosures,Found,Found via fast-path probe: /disclosures
https://www.gopaysense.com/,,Not Found,Not found - Crawled 40 pages; analyzed 2193 footer links; found 117 PDFs; evaluated 36 disclosure-related links; best candidate score: 10.0 at https://www.gopaysense.com/disclosure-policy/... (failed DLG content validation); top candidates: https://www.gopaysense.com/disclosure-po... (score: 10.0); https://www.gopaysense.com/disclosure-po... (score: 10.0); https://www.gopaysense.com/disclosure-po... (score: 10.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://phocket.in/,,Not Found,Not found - ⚠ Homepage inaccessible or returned empty content; Crawled 1 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.phonepe.com/,https://www.phonepe.com/lending/other-disclosures,Found,Found via fast-path probe: /lending/other-disclosures
https://www.profintech.in/,,Not Found,Not found - Crawled 1 pages; analyzed 35 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://okcredit.com/,https://okbz.in/okcredit-public/oktermloan/DLG%20Portfolio%20Disclosure.pdf,Found,Found high-scoring link (score: 48.0)
https://niro.money/,,Not Found,Not found - ⚠ Homepage inaccessible or returned empty content; Crawled 14 pages; analyzed 15 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://wecredit.co.in/,https://wecredit.co.in/blog/rbi-at-90-the-supreme-force-driving-economic-victory/,Found,Fallback: Found in sitemap.xml
https://www.quid.com/,,Not Found,Not found - Crawled 40 pages; analyzed 1228 footer links; found 6 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://bharatpe.com/,,Not Found,Not found - Crawled 31 pages; analyzed 1054 footer links; found 16 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://sahibandhu.com/,,Not Found,Not found - Crawled 1 pages; analyzed 19 footer links; found 1 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://tala.co.in/,,Not Found,Not found - Crawled 40 pages; analyzed 800 footer links; found 40 PDFs; evaluated 11 disclosure-related links; best candidate score: 10.0 at https://tala.co.in/interest-rate-and-other-charges-policy/#d... (failed DLG content validation); top candidates: https://tala.co.in/interest-rate-and-oth... (score: 10.0); https://tala.co.in/interest-rate-and-oth... (score: 10.0); https://tala.co.in/interest-rate-and-oth... (score: 10.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://savein.money/,,Not Found,Not found - Crawled 15 pages; no footer section found; found 2 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://oolka.in/,,Not Found,Not found - Crawled 40 pages; analyzed 132 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.olyv.co.in/,,Not Found,Not found - Crawled 40 pages; analyzed 8897 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.fibe.in/,https://www.fibe.in/disclosure/,Found,Found high-scoring link (score: 20.0)
https://ambak.com/,,Not Found,Not found - Crawled 39 pages; analyzed 6741 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.truecredits.in/,https://www.truecredits.in/dlg-disclosure,Found,Found via fast-path probe: /dlg-disclosure
https://uniorbit.in/,,Not Found,Not found - Crawled 12 pages; analyzed 168 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.uni.cards/,https://www.uni.cards/dlg-portfolio,Found,Found via fast-path probe: /dlg-portfolio
https://credin.in/home,,Not Found,Not found - Crawled 8 pages; analyzed 12 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.vitto.money/,,Not Found,Not found - Crawled 15 pages; analyzed 192 footer links; evaluated 1 disclosure-related links; best candidate score: 10.0 at https://www.vitto.money/statutory.compliance@arthmate.com... (failed DLG content validation); top candidates: https://www.vitto.money/statutory.compli... (score: 10.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
www.flexipayment.in,https://flexipayment.in/legal-compliance/,Found,"Found after crawling 1 pages (score: 7.0, links evaluated: 0, validation: strict)"
www.credithaat.com,,Not Found,Not found - Crawled 40 pages; analyzed 50 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://zetapp.in/,,Not Found,Not found - Crawled 40 pages; no footer section found; evaluated 40 disclosure-related links; best candidate score: 5.0 at https://zetapp.in/blog/gst-for-e-commerce-sellers-rules-and-... (failed DLG content validation); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
www.xtracapindia.com,,Not Found,Not found - Crawled 19 pages; analyzed 475 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://yuvarajfinance.in/,,Not Found,Not found - Crawled 11 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.growhiz.com/,,Not Found,Not found - Crawled 1 pages; analyzed 2 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://moneyview.in/,https://moneyview.in/dlg-disclosure,Found,Found via fast-path probe: /dlg-disclosure
https://www.bundelafinance.com/,,Not Found,Not found - Crawled 13 pages; analyzed 182 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://leasekaro.co.in/,,Not Found,Not found - Crawled 5 pages; analyzed 15 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
www.anytimerupee.com,,Not Found,Not found - Crawled 1 pages; analyzed 40 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.bajajfinservmarkets.in/,https://www.bajajfinservmarkets.in/disclosures,Found,Found via fast-path probe: /disclosures
www.nivasafinance.com,,Not Found,Not found - Crawled 13 pages; analyzed 487 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://finmantri.com/,,Not Found,Not found - Crawled 6 pages; analyzed 24 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://1fi.in/,,Not Found,Not found - Crawled 13 pages; analyzed 110 footer links; evaluated 1 disclosure-related links; best candidate score: 10.0 at https://1fi.in/risk-disclosure... (failed DLG content validation); top candidates: https://1fi.in/risk-disclosure... (score: 10.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.gnfintech.com/,,Not Found,Not found - Crawled 1 pages; analyzed 17 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.whatsloan.com/,,Not Found,Not found - Crawled 25 pages; analyzed 230 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://nestgens.com/,,Not Found,Not found - ⚠ Homepage inaccessible or returned empty content; Crawled 1 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://snapfunds.in/,,Not Found,Not found - Crawled 4 pages; analyzed 8 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.larkfinserv.com/,,Not Found,Not found - Crawled 1 pages; analyzed 34 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://creditx.co.in/,,Not Found,Not found - Crawled 11 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.niviloans.com/,,Not Found,Not found - Crawled 1 pages; analyzed 12 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.bimapay.in/,,Not Found,Not found - Crawled 1 pages; analyzed 4 footer links; found 1 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://assuredsum.com/,,Not Found,Not found - ⚠ Homepage inaccessible or returned empty content; Crawled 1 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.niyaracap.com/,,Not Found,Not found - Crawled 1 pages; analyzed 20 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.dmiinfotechsolutions.in/,,Not Found,Not found - Crawled 1 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://pfilfinance.com/,,Not Found,Not found - Crawled 10 pages; analyzed 14 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.davintafinserv.com/,,Not Found,Not found - Crawled 25 pages; analyzed 231 footer links; found 34 PDFs; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.nirafinance.com/,http://www.nirafinance.com/dlg-disclosure,Found,Found via fast-path probe: /dlg-disclosure
https://hellocredit.in/,,Not Found,Not found - Crawled 1 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://abhicash.in/,,Not Found,Not found - Crawled 8 pages; analyzed 34 footer links; found 1 PDFs; evaluated 1 disclosure-related links; best candidate score: 8.0 at https://abhicash.in/static/media/form5a.550effeab8c5559339fc... (failed DLG content validation); top candidates: https://abhicash.in/static/media/form5a.... (score: 8.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
https://www.lightfinance.com/,,Not Found,Not found - Crawled 18 pages; analyzed 432 footer links; found 403 PDFs; evaluated 6 disclosure-related links; best candidate score: 8.0 at https://www.lightfinance.com/wp-content/uploads/2025/07/Deta... (failed DLG content validation); top candidates: https://www.lightfinance.com/wp-content/... (score: 8.0); https://www.lightfinance.com/wp-content/... (score: 8.0); https://www.lightfinance.com/wp-content/... (score: 8.0); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.yellowmetal.co/,,Not Found,Not found - Crawled 5 pages; no footer section found; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.intellendtech.com/,,Not Found,Not found - Crawled 11 pages; analyzed 64 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
http://www.fundingsathi.in/,,Not Found,Not found - Crawled 8 pages; analyzed 8 footer links; no disclosure-related links found (site may use JavaScript navigation or non-standard structure); Fallback attempts: PDF search: no DLG content in PDFs; sitemap.xml: not found or no relevant URLs; special sections: none found
